,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_metric,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
47,0.012611103057861329,0.0019527222860331673,2.0505541801452636,0.04383303401596294,cosine,9,distance,"{'metric': 'cosine', 'n_neighbors': 9, 'weights': 'distance'}",0.5822519882796149,0.5759732105483466,0.5814148179154458,0.5822519882796149,0.5707705192629816,0.5785325048572008,0.004533767752083376,53
48,0.01289539337158203,0.002558825622036376,2.1986602783203124,0.09521727252693812,cosine,11,uniform,"{'metric': 'cosine', 'n_neighbors': 11, 'weights': 'uniform'}",0.5935537881958979,0.5876935956467141,0.5914608622854751,0.5989953955629971,0.5812395309882747,0.5905886345358717,0.005933186930400289,42
49,0.012479114532470702,0.0015766397531148898,2.098637104034424,0.10164117500184354,cosine,11,distance,"{'metric': 'cosine', 'n_neighbors': 11, 'weights': 'distance'}",0.5801590623691921,0.5805776475512767,0.5876935956467141,0.5977396400167434,0.5787269681742043,0.5849793827516262,0.0070978104584878896,48
50,0.012206268310546876,0.002044045968766168,2.235301160812378,0.03495025548065002,cosine,13,uniform,"{'metric': 'cosine', 'n_neighbors': 13, 'weights': 'uniform'}",0.5969024696525743,0.5860192549183759,0.5902051067392214,0.6073670992046881,0.5791457286432161,0.5919279318316152,0.009637211455804632,41
51,0.013719940185546875,0.0014966604157469335,1.9790869235992432,0.11565830111382068,cosine,13,distance,"{'metric': 'cosine', 'n_neighbors': 13, 'weights': 'distance'}",0.5801590623691921,0.5843449141900376,0.5893679363750524,0.595228128924236,0.5787269681742043,0.5855654020065446,0.006087854058262369,47
52,0.013411855697631836,0.0015517908912436053,2.2489500999450684,0.05160938208763337,cosine,15,uniform,"{'metric': 'cosine', 'n_neighbors': 15, 'weights': 'uniform'}",0.5960652992884052,0.5939723733779824,0.586856425282545,0.6044370029300963,0.5804020100502513,0.592346622185856,0.008191031119213035,40
53,0.012651777267456055,0.0019782376736345217,1.963848924636841,0.04129084974419528,cosine,15,distance,"{'metric': 'cosine', 'n_neighbors': 15, 'weights': 'distance'}",0.5889493511929678,0.5856006697362913,0.5889493511929678,0.6002511511092508,0.5829145728643216,0.5893330192191598,0.005909769751018562,43
54,0.009917736053466797,0.0018795170054103458,2.109882879257202,0.10988143171292483,cosine,17,uniform,"{'metric': 'cosine', 'n_neighbors': 17, 'weights': 'uniform'}",0.6061113436584344,0.5973210548346588,0.5910422771033905,0.6061113436584344,0.5862646566164154,0.5973701351742667,0.007952273915945765,26
55,0.013323116302490234,0.0016516016498860622,1.9437976837158204,0.07632792785903313,cosine,17,distance,"{'metric': 'cosine', 'n_neighbors': 17, 'weights': 'distance'}",0.5998325659271662,0.5876935956467141,0.5927166178317288,0.6002511511092508,0.5833333333333334,0.5927654527696385,0.006643354041449531,38
56,0.010426664352416992,0.0008749494955926332,2.2042942523956297,0.08487366253142266,cosine,19,uniform,"{'metric': 'cosine', 'n_neighbors': 19, 'weights': 'uniform'}",0.6061113436584344,0.5918794474675596,0.5914608622854751,0.6082042695688573,0.5850083752093802,0.5965328596379413,0.009035068447127061,31
57,0.013469505310058593,0.0018470076872085977,2.0817020416259764,0.042120828885630256,cosine,19,distance,"{'metric': 'cosine', 'n_neighbors': 19, 'weights': 'distance'}",0.5964838844704897,0.5856006697362913,0.6002511511092508,0.60569275847635,0.5820770519262981,0.5940211031437359,0.008884485195815762,35
58,0.013288116455078125,0.0019089219971147066,2.241786813735962,0.04743766915773741,cosine,21,uniform,"{'metric': 'cosine', 'n_neighbors': 21, 'weights': 'uniform'}",0.6149016324822101,0.5998325659271662,0.5935537881958979,0.6044370029300963,0.5804020100502513,0.5986253999171243,0.01147136355940196,24
59,0.013016080856323243,0.0024716174550621123,2.0392808437347414,0.07904554045872234,cosine,21,distance,"{'metric': 'cosine', 'n_neighbors': 21, 'weights': 'distance'}",0.5964838844704897,0.5922980326496442,0.6015069066555044,0.5969024696525743,0.5841708542713567,0.5942724295399138,0.005832415777819798,34
