mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.03740358352661133,0.0008221486149823686,0.0024379730224609376,0.00035191743981433007,gini,3,2,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 2}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03683385848999023,0.0004069433910464906,0.0023604393005371093,0.00023612967407952168,gini,3,4,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 4}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03845834732055664,0.0016396197499577347,0.0022913932800292967,9.691407608179785e-05,gini,3,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 6}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03699193000793457,0.00090488686086225,0.0022308349609375,6.615630553054757e-05,gini,3,8,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 8}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03729996681213379,0.001098943226062101,0.0021455764770507814,2.3695688407103413e-05,gini,3,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 10}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03709592819213867,0.001116383743687672,0.0024077892303466797,0.0002659759883673782,gini,3,12,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 12}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.0368868350982666,0.0007803942570649466,0.0022864341735839844,0.00019103271354929316,gini,3,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 14}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.04333939552307129,0.007998427690807802,0.0034979820251464845,0.0007458961823416286,gini,3,16,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 16}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.03804693222045898,0.0006047571849212588,0.0022690296173095703,6.483354784227374e-05,gini,3,18,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 18}",0.6810647915620291,0.6850828729281768,0.7011551983927674,0.6971371170266197,0.6909547738693468,0.691078950755788,0.0074092361087850075,57
0.05034818649291992,0.0016877731378825388,0.002340841293334961,0.00010915201470654096,gini,4,2,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 2}",0.6896032144650929,0.6956303365143144,0.7192365645404319,0.6996484178804621,0.6874371859296482,0.6983111438659899,0.011321830734481788,1
0.04918622970581055,0.0004716739785699047,0.0024807929992675783,0.0003775328922730352,gini,4,4,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 4}",0.6896032144650929,0.6956303365143144,0.7192365645404319,0.6996484178804621,0.6874371859296482,0.6983111438659899,0.011321830734481788,1
0.05090632438659668,0.001980849995163088,0.0023029804229736327,7.851534678333664e-05,gini,4,6,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 6}",0.6896032144650929,0.6956303365143144,0.7192365645404319,0.6996484178804621,0.6874371859296482,0.6983111438659899,0.011321830734481788,1
0.0487760066986084,0.0005129900623265674,0.0022463321685791014,6.661764953535637e-05,gini,4,8,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 8}",0.6896032144650929,0.6956303365143144,0.7192365645404319,0.6996484178804621,0.6874371859296482,0.6983111438659899,0.011321830734481788,1
0.04783053398132324,0.0011556228893591645,0.002904653549194336,0.0011469109627589749,gini,4,10,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 10}",0.6896032144650929,0.6956303365143144,0.7192365645404319,0.6996484178804621,0.6874371859296482,0.6983111438659899,0.011321830734481788,1
